"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Percent of Fully Vaccinated Residents who Received a Booster Dose","Percent of Fully Vaccinated Staff who Received a Booster Dose","Date vaccination data last updated"
"235708","MI","83.3","89.3","80.0","43.6","03/20/2022"
"235709","MI","83.3","89.8","52.0","25.8","03/20/2022"
"235710","MI","83.1","75.0","83.3","24.8","03/20/2022"
"235713","MI","0.0","92.9","0.0","15.4","03/20/2022"
"235714","MI","89.4","100.0","26.2","28.0","03/20/2022"
"235715","MI","95.3","81.0","82.9","28.1","03/20/2022"
"235716","MI","78.9","72.1","88.3","34.0","03/20/2022"
"235718","MI","67.9","86.7","63.9","26.4","03/20/2022"
"235719","MI","80.5","73.0","100.0","100.0","03/20/2022"
"235720","MI","83.9","85.0","0.0","58.3","03/20/2022"
"235721","MI","84.4","80.4","89.5","38.9","03/20/2022"
"235722","MI","84.2","72.8","79.2","33.3","03/20/2022"
"235723","MI","89.1","80.8","53.1","35.1","03/20/2022"
"235724","MI","100.0","96.3","93.8","73.5","03/20/2022"
"235725","MI","94.4","74.3","89.6","66.7","03/20/2022"
"235726","MI","72.7","76.1","85.7","71.6","03/20/2022"
"235727","MI","91.2","90.4","74.2","37.3","03/20/2022"
"235728","MI","98.1","77.4","98.1","22.1","03/20/2022"
"235729","MI","95.3","95.6","92.7","46.5","03/20/2022"
"23E104","MI","96.0","86.8","100.0","72.7","03/20/2022"
"23E281","MI","91.2","70.7","67.7","37.9","03/20/2022"
"23E362","MI","100.0","81.0","94.4","34.1","03/20/2022"
"245012","MN","94.5","82.5","76.9","29.0","03/20/2022"
"245018","MN","98.0","97.3","97.0","33.1","03/20/2022"
"245024","MN","97.3","88.3","80.6","58.6","03/20/2022"
"245028","MN","84.2","100.0","64.6","45.8","03/20/2022"
"245039","MN","90.7","78.9","88.2","30.0","03/20/2022"
"245045","MN","97.4","76.2","94.6","73.9","03/20/2022"
"245052","MN","80.0","84.1","87.5","44.9","03/20/2022"
"245055","MN","96.0","91.9","91.6","45.1","03/20/2022"
"245063","MN","100.0","96.9","97.2","83.2","03/20/2022"
"245067","MN","85.7","69.1","77.8","38.3","03/20/2022"
"245071","MN","95.4","97.4","94.5","82.9","03/20/2022"
"245083","MN","87.5","93.8","45.2","40.0","03/20/2022"
"245090","MN","86.7","75.4","46.2","50.0","03/20/2022"
"245102","MN","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"245105","MN","90.8","98.3","85.6","64.3","03/20/2022"
"245114","MN","93.4","77.5","89.4","12.7","03/20/2022"
"245119","MN","89.2","69.1","75.8","46.4","03/20/2022"
"245127","MN","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"245138","MN","100.0","93.4","84.4","42.1","03/20/2022"
"245148","MN","91.3","98.8","77.6","44.4","03/20/2022"
"245149","MN","96.6","96.7","90.6","78.6","03/20/2022"
"245153","MN","93.2","96.3","89.1","31.8","03/20/2022"
"245164","MN","86.8","96.3","68.4","40.9","03/20/2022"
"245170","MN","79.2","98.2","84.2","49.1","03/20/2022"
"245182","MN","80.6","96.2","72.2","49.2","03/20/2022"
"245183","MN","84.9","92.6","74.7","36.6","03/20/2022"
"245184","MN","96.6","89.1","89.5","22.0","03/20/2022"
"245186","MN","82.4","93.5","75.4","25.0","03/20/2022"
"245187","MN","91.4","95.8","67.1","40.4","03/20/2022"
"245189","MN","91.2","94.1","85.9","45.5","03/20/2022"
"245200","MN","87.5","93.1","96.8","13.5","03/20/2022"
"245201","MN","83.7","78.7","83.3","39.6","03/20/2022"
"245203","MN","87.4","89.0","55.4","26.8","03/20/2022"
"245205","MN","97.2","94.2","96.2","36.8","03/20/2022"
"245207","MN","97.3","95.9","94.4","64.8","03/20/2022"
"245210","MN","96.2","84.8","84.3","16.8","03/20/2022"
"245212","MN","91.8","86.1","83.6","53.4","03/20/2022"
"245213","MN","93.6","91.8","91.3","32.8","03/20/2022"
"245215","MN","100.0","93.4","90.0","65.8","03/20/2022"
"245218","MN","93.1","78.6","72.2","30.3","03/20/2022"
"245221","MN","100.0","97.6","100.0","49.6","03/20/2022"
"245222","MN","88.5","91.7","79.6","63.6","03/20/2022"
"245223","MN","87.5","80.1","77.1","36.1","03/20/2022"
"245224","MN","90.4","86.7","78.7","38.7","03/20/2022"
"245225","MN","96.1","85.3","89.8","43.8","03/20/2022"
"245227","MN","95.7","94.6","92.2","22.7","03/20/2022"
"245228","MN","91.7","79.7","78.8","7.9","03/20/2022"
"245229","MN","100.0","99.1","86.8","40.6","03/20/2022"
"245231","MN","97.4","87.9","97.3","15.0","03/20/2022"
"245232","MN","88.9","64.0","93.8","47.1","03/20/2022"
"245233","MN","98.9","97.9","98.9","54.3","03/20/2022"
"245234","MN","97.3","90.6","95.8","50.4","03/20/2022"
"245235","MN","91.0","98.9","53.5","49.2","03/20/2022"
"245236","MN","95.1","92.6","87.5","53.8","03/20/2022"
"245237","MN","94.7","74.0","100.0","32.4","03/20/2022"
"245238","MN","92.9","75.6","96.2","28.8","03/20/2022"
"245239","MN","95.1","86.8","91.4","65.2","03/20/2022"
"245240","MN","100.0","91.7","100.0","57.3","03/20/2022"
"245241","MN","96.8","100.0","96.7","53.3","03/20/2022"
"245243","MN","95.7","89.9","89.6","31.3","03/20/2022"
"245244","MN","88.4","78.8","97.4","48.8","03/20/2022"
"245245","MN","89.6","78.3","83.7","50.0","03/20/2022"
"245247","MN","95.2","77.7","92.5","57.5","03/20/2022"
"245250","MN","97.1","89.0","100.0","53.3","03/20/2022"
"245251","MN","95.0","86.0","100.0","30.6","03/20/2022"
"245252","MN","100.0","65.1","79.2","55.6","03/20/2022"
"245253","MN","97.2","83.0","85.7","42.5","03/20/2022"
"245254","MN","85.4","83.7","91.4","43.7","03/20/2022"
"245255","MN","97.4","92.3","85.5","11.1","03/20/2022"
"245257","MN","94.0","86.2","88.5","60.4","03/20/2022"
"245258","MN","97.8","87.6","100.0","64.1","03/20/2022"
"245259","MN","94.8","81.4","87.3","18.4","03/20/2022"
"245262","MN","100.0","80.8","98.3","36.9","03/20/2022"
"245263","MN","94.9","86.9","97.3","41.8","03/20/2022"
"245264","MN","97.7","92.8","96.1","64.1","03/20/2022"
"245265","MN","95.3","90.9","92.7","32.5","03/20/2022"
"245266","MN","98.7","94.8","94.7","36.4","03/20/2022"
"245267","MN","90.0","92.4","69.4","30.8","03/20/2022"
"245269","MN","90.1","78.3","68.0","36.4","03/20/2022"
"245270","MN","96.8","84.7","83.3","52.0","03/20/2022"
"245271","MN","94.5","96.2","86.4","57.2","03/20/2022"
"245272","MN","90.9","92.5","30.8","49.5","03/20/2022"
"245273","MN","89.7","94.2","92.3","34.7","03/20/2022"
"245275","MN","84.9","91.2","66.1","28.8","03/20/2022"
"245276","MN","90.5","93.8","84.2","26.7","03/20/2022"
"245277","MN","81.8","75.8","68.9","22.0","03/20/2022"
"245278","MN","86.7","80.8","92.3","52.4","03/20/2022"
"245279","MN","94.3","97.1","88.0","36.4","03/20/2022"
"245280","MN","96.7","82.8","100.0","43.4","03/20/2022"
"245281","MN","96.3","70.3","84.6","77.8","03/20/2022"
"245282","MN","100.0","93.5","100.0","26.7","03/20/2022"
"245283","MN","92.4","62.2","95.1","72.1","03/20/2022"
"245285","MN","81.3","93.0","92.3","30.0","03/20/2022"
"245286","MN","94.4","59.8","79.4","37.9","03/20/2022"
"245289","MN","87.7","100.0","96.5","85.7","03/20/2022"
"245290","MN","94.7","68.1","91.7","44.9","03/20/2022"
"245291","MN","93.9","72.3","97.8","47.1","03/20/2022"
"245293","MN","94.5","97.3","63.5","27.4","03/20/2022"
"245295","MN","91.1","93.1","6.1","52.7","03/20/2022"
"245298","MN","82.1","85.0","93.8","37.3","03/20/2022"
"245299","MN","92.6","86.7","88.9","29.5","03/20/2022"
"245300","MN","93.4","82.8","93.9","60.6","03/20/2022"
"245301","MN","100.0","66.2","80.0","46.8","03/20/2022"
"245304","MN","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"245306","MN","96.0","85.3","100.0","100.0","03/20/2022"
"245307","MN","90.2","78.9","86.5","51.7","03/20/2022"
"245310","MN","94.0","96.1","83.0","49.7","03/20/2022"
"245312","MN","94.9","89.9","98.2","34.3","03/20/2022"
"245313","MN","81.8","66.7","88.9","13.2","03/20/2022"
"245314","MN","92.0","84.1","65.2","15.1","03/20/2022"
"245315","MN","84.2","85.7","81.3","56.7","03/20/2022"
"245316","MN","97.6","80.9","100.0","34.2","03/20/2022"
"245317","MN","100.0","95.7","82.9","61.2","03/20/2022"
"245318","MN","95.7","72.9","97.7","53.2","03/20/2022"
"245319","MN","100.0","86.6","88.0","62.1","03/20/2022"
"245320","MN","90.7","87.1","77.9","45.7","03/20/2022"
"245322","MN","94.6","95.4","84.9","63.9","03/20/2022"
"245324","MN","93.1","88.2","87.0","31.3","03/20/2022"
"245325","MN","87.8","58.2","10.8","38.5","03/20/2022"
"245326","MN","98.3","94.0","87.7","44.9","03/20/2022"
"245328","MN","91.2","70.8","87.1","55.4","03/20/2022"
"245329","MN","86.2","58.5","58.7","10.1","03/20/2022"
"245330","MN","93.5","81.4","99.0","51.4","03/20/2022"
"245332","MN","92.3","87.9","91.7","58.6","03/20/2022"
"245336","MN","81.3","77.4","53.8","100.0","03/20/2022"
"245337","MN","93.8","81.4","86.7","70.2","03/20/2022"
"245338","MN","93.5","94.3","89.7","32.7","03/20/2022"
"245339","MN","90.9","62.7","82.0","38.5","03/20/2022"
"245340","MN","90.3","92.7","53.8","22.5","03/20/2022"
"245341","MN","90.0","83.9","88.9","40.4","03/20/2022"
"245342","MN","96.0","88.7","77.1","56.4","03/20/2022"
"245343","MN","98.2","94.6","94.4","74.4","03/20/2022"
"245344","MN","95.1","94.2","97.4","45.9","03/20/2022"
"245345","MN","97.4","89.2","94.6","44.6","03/20/2022"
"245346","MN","84.6","72.2","81.8","36.8","03/20/2022"
"245347","MN","98.2","97.6","94.2","52.2","03/20/2022"
"245348","MN","88.9","60.0","81.3","38.9","03/20/2022"
"245349","MN","95.6","92.8","97.7","59.7","03/20/2022"
"245350","MN","91.7","90.3","92.0","44.6","03/20/2022"
"245352","MN","100.0","91.7","88.6","73.0","03/20/2022"
"245353","MN","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"245356","MN","95.3","75.8","95.1","47.9","03/20/2022"
"245357","MN","81.5","87.9","81.8","39.2","03/20/2022"
"245358","MN","97.6","79.8","97.5","50.5","03/20/2022"
"245359","MN","92.6","94.1","92.0","25.7","03/20/2022"
"245360","MN","85.0","55.3","94.1","46.2","03/20/2022"
"245361","MN","83.7","79.1","80.5","41.7","03/20/2022"
"245362","MN","98.1","99.0","82.7","63.7","03/20/2022"
"245363","MN","98.1","73.6","100.0","43.7","03/20/2022"
"245364","MN","96.3","73.8","92.3","41.1","03/20/2022"
"245365","MN","89.2","92.1","87.9","13.2","03/20/2022"
"245366","MN","91.6","93.3","71.4","44.6","03/20/2022"
"245367","MN","100.0","57.1","100.0","20.8","03/20/2022"
"245368","MN","94.3","75.3","93.9","33.6","03/20/2022"
"245369","MN","100.0","88.2","62.2","53.7","03/20/2022"
"245370","MN","87.9","73.8","93.1","59.7","03/20/2022"
"245371","MN","86.5","75.3","96.9","47.3","03/20/2022"
"245372","MN","98.3","79.6","96.6","69.0","03/20/2022"
"245373","MN","82.8","83.0","79.2","55.4","03/20/2022"
"245374","MN","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"245375","MN","91.7","62.2","66.7","19.6","03/20/2022"
"245376","MN","92.9","69.4","88.5","49.2","03/20/2022"
"245378","MN","88.9","71.7","68.8","34.9","03/20/2022"
"245381","MN","94.1","95.7","85.9","64.2","03/20/2022"
"245382","MN","95.2","88.0","95.0","43.6","03/20/2022"
"245384","MN","100.0","97.8","93.5","68.8","03/20/2022"
"245388","MN","92.3","82.8","95.8","75.5","03/20/2022"
"245389","MN","100.0","89.2","60.0","29.3","03/20/2022"
"245390","MN","93.6","89.0","86.4","44.4","03/20/2022"
"245392","MN","100.0","89.0","100.0","85.4","03/20/2022"
"245393","MN","96.4","92.2","86.8","34.9","03/20/2022"
"245394","MN","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"245395","MN","97.0","88.4","100.0","16.4","03/20/2022"
"245396","MN","89.6","86.0","91.7","24.4","03/20/2022"
"245397","MN","92.9","76.6","88.5","41.5","03/20/2022"
"245399","MN","92.7","52.5","94.1","51.9","03/20/2022"
"245400","MN","50.0","93.5","40.0","23.3","03/20/2022"
"245401","MN","95.8","93.8","91.3","55.7","03/20/2022"
"245402","MN","93.8","69.3","91.1","68.6","03/20/2022"
"245403","MN","97.9","73.0","95.7","81.5","03/20/2022"
"245405","MN","96.3","63.8","38.5","56.9","03/20/2022"
"245407","MN","96.4","87.5","90.7","48.4","03/20/2022"
"245409","MN","95.6","94.6","76.7","27.3","03/20/2022"
"245410","MN","92.9","91.5","75.0","25.8","03/20/2022"
"245411","MN","98.0","95.4","86.5","57.5","03/20/2022"
"245412","MN","94.4","94.8","100.0","43.6","03/20/2022"
"245414","MN","87.2","90.1","94.1","60.9","03/20/2022"
"245416","MN","76.2","94.4","93.8","56.9","03/20/2022"
"245417","MN","86.1","83.8","82.4","40.3","03/20/2022"
"245418","MN","92.6","84.1","100.0","62.1","03/20/2022"
"245420","MN","87.7","71.7","76.6","61.8","03/20/2022"
"245421","MN","92.7","98.4","92.1","76.2","03/20/2022"
"245422","MN","82.0","70.8","90.0","45.0","03/20/2022"
"245423","MN","98.5","77.2","89.4","39.1","03/20/2022"
"245424","MN","98.3","92.4","86.3","15.7","03/20/2022"
"245425","MN","95.1","93.2","82.1","61.5","03/20/2022"
"245426","MN","92.3","90.3","83.3","37.4","03/20/2022"
"245427","MN","94.0","76.1","91.3","35.7","03/20/2022"
"245428","MN","81.8","84.2","77.8","22.9","03/20/2022"
"245429","MN","96.6","82.3","100.0","47.1","03/20/2022"
"245431","MN","100.0","95.9","16.7","63.8","03/20/2022"
"245432","MN","91.9","76.2","87.3","16.1","03/20/2022"
"245433","MN","97.6","84.5","97.6","34.5","03/20/2022"
"245434","MN","94.0","63.6","91.0","71.4","03/20/2022"
"245435","MN","88.7","82.3","81.8","57.1","03/20/2022"
"245436","MN","92.0","82.7","100.0","53.5","03/20/2022"
"245438","MN","92.3","72.9","71.7","17.4","03/20/2022"
"245439","MN","93.3","98.2","87.1","46.4","03/20/2022"
"245440","MN","96.3","85.1","96.2","73.0","03/20/2022"
"245441","MN","93.2","92.3","81.2","20.6","03/20/2022"
"245442","MN","100.0","85.7","92.5","33.3","03/20/2022"
"245445","MN","92.9","81.1","87.2","57.5","03/20/2022"
"245446","MN","91.5","69.3","90.7","53.4","03/20/2022"
"245447","MN","97.6","88.7","85.4","39.1","03/20/2022"
"245448","MN","94.2","82.9","85.2","47.1","03/20/2022"
"245449","MN","97.9","90.1","97.9","59.3","03/20/2022"
"245450","MN","88.7","80.9","85.7","50.0","03/20/2022"
"245451","MN","97.6","82.8","72.5","13.1","03/20/2022"
"245452","MN","95.4","98.4","93.5","60.2","03/20/2022"
"245453","MN","90.4","75.1","91.5","46.6","03/20/2022"
"245454","MN","91.1","73.4","87.8","46.6","03/20/2022"
"245455","MN","100.0","90.9","86.8","31.7","03/20/2022"
"245458","MN","88.5","90.4","87.0","29.8","03/20/2022"
"245459","MN","97.7","62.2","85.7","39.2","03/20/2022"
"245460","MN","97.0","97.7","96.9","56.0","03/20/2022"
"245461","MN","97.7","94.7","86.8","83.5","03/20/2022"
"245462","MN","90.8","83.1","79.8","21.2","03/20/2022"
"245463","MN","95.1","75.6","97.4","74.6","03/20/2022"
"245464","MN","95.0","78.3","89.5","77.8","03/20/2022"
"245465","MN","96.7","60.3","93.1","58.9","03/20/2022"
"245467","MN","100.0","84.3","100.0","34.9","03/20/2022"
"245468","MN","100.0","62.5","89.3","71.4","03/20/2022"
"245469","MN","100.0","100.0","93.8","74.2","03/20/2022"
"245470","MN","89.2","82.3","87.9","48.6","03/20/2022"
"245471","MN","100.0","81.4","81.8","40.4","03/20/2022"
"245473","MN","87.5","88.6","92.9","53.2","03/20/2022"
"245474","MN","90.1","72.6","82.9","36.3","03/20/2022"
"245475","MN","94.4","80.4","100.0","34.6","03/20/2022"
"245476","MN","87.5","78.0","81.0","59.4","03/20/2022"
"245482","MN","96.8","67.4","100.0","25.3","03/20/2022"
"245483","MN","90.5","80.2","73.7","51.8","03/20/2022"
"245484","MN","94.6","70.8","70.1","27.9","03/20/2022"
"245485","MN","98.0","85.6","100.0","54.2","03/20/2022"
"245486","MN","92.8","79.2","93.8","30.1","03/20/2022"
"245487","MN","98.6","97.4","91.2","6.9","03/20/2022"
"245488","MN","96.4","88.6","96.3","37.1","03/20/2022"
"245489","MN","96.7","87.2","87.9","40.5","03/20/2022"
"245490","MN","97.7","77.5","97.7","20.3","03/20/2022"
"245491","MN","95.9","80.3","93.6","44.5","03/20/2022"
"245492","MN","92.1","94.7","69.9","16.9","03/20/2022"
"245493","MN","100.0","97.5","88.9","58.2","03/20/2022"
"245494","MN","74.3","64.3","78.8","37.6","03/20/2022"
"245495","MN","76.1","63.0","66.7","29.4","03/20/2022"
"245497","MN","93.1","81.3","81.5","51.6","03/20/2022"
"245499","MN","87.1","68.5","88.9","4.0","03/20/2022"
"245500","MN","75.8","86.5","100.0","22.0","03/20/2022"
"245501","MN","100.0","93.6","96.2","54.0","03/20/2022"
"245502","MN","95.1","84.2","92.3","3.5","03/20/2022"
"245507","MN","97.2","87.7","84.1","55.6","03/20/2022"
"245510","MN","100.0","77.5","90.9","64.5","03/20/2022"
"245511","MN","89.8","91.7","90.9","45.5","03/20/2022"
"245512","MN","100.0","80.2","100.0","29.9","03/20/2022"
"245513","MN","100.0","81.7","81.4","53.4","03/20/2022"
"245514","MN","93.2","84.7","7.3","41.7","03/20/2022"
"245516","MN","85.7","88.3","95.2","46.2","03/20/2022"
"245517","MN","95.0","78.2","94.7","23.0","03/20/2022"
"245518","MN","96.6","93.2","0.0","63.4","03/20/2022"
"245519","MN","83.3","96.9","86.7","62.2","03/20/2022"
"245520","MN","94.0","97.8","90.4","58.7","03/20/2022"
"245521","MN","96.8","63.0","100.0","63.8","03/20/2022"
"245522","MN","97.1","77.9","94.1","31.7","03/20/2022"
"245524","MN","98.2","90.9","96.3","67.3","03/20/2022"
"245528","MN","96.2","93.7","100.0","50.0","03/20/2022"
"245529","MN","86.4","75.0","94.7","62.8","03/20/2022"
"245530","MN","95.7","93.2","97.8","40.1","03/20/2022"
"245533","MN","85.4","72.6","90.2","39.6","03/20/2022"
"245534","MN","92.0","98.1","65.2","40.0","03/20/2022"
"245535","MN","100.0","100.0","100.0","76.7","03/20/2022"
"245536","MN","93.8","89.1","96.7","42.9","03/20/2022"
"245537","MN","90.0","78.4","92.6","53.6","03/20/2022"
"245542","MN","94.7","74.7","86.1","51.8","03/20/2022"
"245544","MN","88.2","91.4","42.2","25.7","03/20/2022"
"245545","MN","95.0","73.8","97.4","4.2","03/20/2022"
"245546","MN","100.0","98.4","83.6","80.3","03/20/2022"
"245548","MN","100.0","62.8","97.2","29.6","03/20/2022"
"245549","MN","80.0","73.8","100.0","44.4","03/20/2022"
"245550","MN","97.0","85.1","71.9","59.5","03/20/2022"
"245551","MN","94.7","88.0","94.4","45.5","03/20/2022"
"245553","MN","96.4","64.5","92.6","42.5","03/20/2022"
"245554","MN","100.0","71.4","97.3","65.5","03/20/2022"
"245556","MN","95.7","88.7","92.1","13.1","03/20/2022"
"245558","MN","94.7","86.6","87.0","47.6","03/20/2022"
"245559","MN","91.9","86.9","94.1","58.5","03/20/2022"
"245560","MN","95.2","72.0","72.5","47.9","03/20/2022"
"245561","MN","100.0","96.7","100.0","70.1","03/20/2022"
"245563","MN","93.2","57.7","83.6","45.1","03/20/2022"
"245564","MN","100.0","95.0","93.9","40.8","03/20/2022"
"245566","MN","100.0","74.0","91.2","45.1","03/20/2022"
"245568","MN","97.8","94.4","95.6","43.6","03/20/2022"
"245569","MN","89.5","79.3","91.2","45.8","03/20/2022"
"245570","MN","100.0","89.2","85.0","33.8","03/20/2022"
"245572","MN","96.9","79.6","96.8","59.0","03/20/2022"
"245573","MN","97.4","84.7","89.2","62.7","03/20/2022"
"245574","MN","91.5","96.5","81.5","59.8","03/20/2022"
"245575","MN","84.8","82.1","96.4","90.6","03/20/2022"
"245578","MN","Not Available","Not Available","Not Available","Not Available","03/20/2022"
"245579","MN","94.4","84.5","100.0","53.5","03/20/2022"
"245580","MN","100.0","83.8","95.0","40.3","03/20/2022"
"245581","MN","86.4","64.7","81.6","50.9","03/20/2022"
"245583","MN","96.6","87.9","89.3","50.0","03/20/2022"
"245585","MN","100.0","58.2","96.8","0.0","03/20/2022"
"245587","MN","95.9","94.9","89.4","36.2","03/20/2022"
"245588","MN","97.8","90.3","95.5","50.4","03/20/2022"
"245589","MN","100.0","75.7","90.9","41.4","03/20/2022"
"245590","MN","91.8","84.4","85.7","22.7","03/20/2022"
"245591","MN","93.3","80.3","87.5","31.1","03/20/2022"
"245592","MN","93.8","65.2","96.7","22.4","03/20/2022"
"245593","MN","89.3","90.5","96.0","38.8","03/20/2022"
"245594","MN","96.4","65.0","100.0","28.8","03/20/2022"
"245595","MN","100.0","87.3","100.0","61.3","03/20/2022"
"245596","MN","94.1","95.8","71.9","24.6","03/20/2022"
"245597","MN","96.0","85.5","83.3","44.6","03/20/2022"
"245598","MN","100.0","82.9","68.2","85.3","03/20/2022"
"245599","MN","92.3","71.1","91.7","49.2","03/20/2022"
"245600","MN","88.0","81.5","100.0","54.5","03/20/2022"
